Serial_No,airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,polarity scores,Sentiment Score, Rating,Sentiment Values
11564,Cathay Pacific Airways,9,G Leeson,29th July 2018,"Gatwick to Ho Chi Minh Cith via Hong Kong, returning Hanoi to Gatwick via Hong Kong. Fast check-in in London and Hanoi, helpful ground staff, rapid boarding, and very easy transits at HKG, which is a wonderful airport to use. The flights were on time, and were on A350s (except Hanoi-Hong Kong, which was an A330) which is a fantastic aircraft to fly in - quiet, well pressurised, sensitively lit, spacious, comfortable seats. I think only the B787 is in the same league as the A350 for passenger comfort in economy. In-flight entertainment was excellent, with a lot of new release films to choose from. I enjoyed the camera views available on the A350. In-flight food was good but nothing to write home about, although the snack bar at the back of the plane was excellent. Cabin crew were mostly friendly. The one negative was being forced to shut the window blinds after lunch on the LGW-HKG leg - departure was at 11.15am so I had no desire to sleep or be surrounded by darkness from about 2pm! Would definitely use Ca...",A350,Solo Leisure,Economy Class,Gatwick to Ho Chi Minh City via Hong Kong,4/18/2019,5,4,4,5,5,4,yes,0.9284,Positive,27,1
11565,Cathay Pacific Airways,10,V Garkana,22nd July 2018,"San Francisco to Hyderabad via Via Hong Kong, we had a slight delay but they apologized nicely and when we got onboard CX879 to Hong Kong the hospitality got even nicer with the flight attendants stowed your luggage in the overhead compartments. What a nice airline.",Boeing 777-300er,Family Leisure,Economy Class,San Francisco to Hyderabad via Via Hong Kong,5/18/2019,5,5,5,5,5,5,yes,0.9287,Positive,30,1
11566,Cathay Pacific Airways,6,G Anthony,14th July 2018,"Jakarta to Hong Kong with Cathay Pacific Airways. The aircraft was an A330. The ground staff explained that the flight will be delayed. Onboard, the seating looks old but still comfortable. The IFE had a lot of choices. We were served with a cold sandwich on a very early flight. The flight attendants were attentive but doesn feel friendly. Hong Kong to Manila, the aircraft is a B777. The cabin looked stunning as the plane was new. The IFE was very nice, same contents as the first flight but the system is much easier to operate. The seats are comfotable too. We were served with a warm cheese and bacon roll for breakfast. The FAs are attentive and looked enthusiastic to work. Both flights has no wifi.",A330-300 / Boeing 777-300,Solo Leisure,Economy Class,Jakarta to Manila via Hong Kong,7/18/2019,4,3,2,4,4,4,yes,0.9761,Positive,21,1
11567,Cathay Pacific Airways,10,Sai Yu Ho,11th July 2018,"Hong Kong to Taipei. Travel with baby in the trip. The inflight service is good. Although the aircraft is quite old an regional seating. The cabin crew are helpful. The entertainment of the plane provide latest films, however, the flight time is not enough for a 120 min movie. The flight is smooth.",A330,Family Leisure,Economy Class,Hong Kong to Taipei,6/18/2019,3,4,4,5,4,4,yes,0.8176,Positive,24,1
11568,Cathay Pacific Airways,10,L Carter,6th July 2018,"This is one of the most fantastic airlines. The seat product is spacious, and it provides a reasonable amount of privacy, which is what business class travellers need. The portion of the food was acceptable and snacks were also included, so passengers would not get hungry during the journey. I visited lounge C at London Heathrow Airport, and it is an amazing lounge. The ambience and environment provided a lot of comfort, and the choice of food tended towards the Hong Kong and Asian Style, which were very pleasing to see in a high reputation airline. Cabin crew were all very willing to serve. However, the in-flight announcement was not clear. Overall, I had a very enjoyable time with Cathay Pacific.",Boeing 777-300ER,Family Leisure,Business Class,London to Hong Kong,7/18/2019,5,5,5,5,5,5,yes,0.9531,Positive,30,1
11569,Cathay Pacific Airways,9,S Chan,2nd July 2018,"Hong Kong to Singapore. A very high efficient ground service and immigration in Hong Kong Airport. Flight departed on time, I was impressed by the catering on the flight. The fruit and desserts were really impressive. Cabin staff was friendly and the business class seats were very comfortable with a flat bed. WiFi was also available on the plane together with a excellent inflight entertainment system. However, the immigration service in Singapore airport was a bit slow.",A350,Couple Leisure,Business Class,Hong Kong to Singapore,6/18/2019,5,4,5,5,5,5,yes,0.9721,Positive,29,1
11570,Cathay Pacific Airways,3,Wolfgang Segato,2nd July 2018,"I take a Flight from Duesseldorf to Hong Kong. Online checkin not possible. Checkin on Counter are ok, staff are friendly but seated in the last Row. During the flight the cabin was very cold. Crew only provide a second blanket. The food was served almost cold because I sit in the last row. Uncomfortable seating opposite the Lavatory and in front of the kitchen.",A350,Solo Leisure,Economy Class,Dusseldorf to Hong Kong,3/18/2019,1,2,1,2,4,4,no,-0.1779,Negative,14,-1
11571,Cathay Pacific Airways,2,Y Han,23rd June 2018,"Cathay seem to be having issues with punctuality. Flew them in the week of 18 June from Singapore to Seoul and they were late three out of four flights. The last leg, they were 3 hours late arriving into Singapore at 315am instead of midnight. Will definitely try my best to avoid them in future.",777,Business,Economy Class,Hkg to Sin,6/18/2019,2,3,1,3,3,3,no,0.6908,Positive,15,1
11572,Cathay Pacific Airways,9,Mark Anthony Luna,19th June 2018,"Manila to Hong Kong return (B777 and A330) was operated by Cathay Pacific Airways while the Hong Kong to Cengdu (A330 / A320) was operated by Cathay Dragon. The seat legroom and width on B777 and A330 are ample while on the A320 (3-3 configuration) is quite squeezed. The HKG-MNL flight is 3-4-3 configuration but at the back where 78A is located has 2-4-2 configuration. 78A might be the last choice for most people but I highly recommend it as it has more space compared to other seats in the economy section. Since the MNL-HKG-MNL is just a short flight, onyl refreshments was served. Coffee is available upon request. For the HKG-CTU-HKG, breakfast is served. The food is good. Storage for coats or jacket is also available and the FA's are willing to assist. IFE selection is enough for a short flight. The flying time is not enough actually to finish one movie. The toilet are clean and are well-maintained throughout the duration of the flight. Both ground staff and in-flight staff are courteuous, helpful, and fr...","Boeing 777, A330/320",Business,Economy Class,Manila to Chengdu via Hong Kong,6/18/2019,4,4,4,4,4,5,yes,0.9642,Positive,25,1
11573,Cathay Pacific Airways,10,R Gannell,19th June 2018,"Hong Kong to Denpasar. This particular flight was on a very old B777-200. With 3 hours to kill at HKIA, we decided to pay the Pier Business Class Lounge being oneworld Sapphire members. Boarding announcement was made for this flight CX 785. The flight was full but boarding process was organised and efficient and passengers were on board in 40 minutes. Cabin crew were very friendly and welcoming. As with my previous trip from LHR, they were very attentive and consistent. The plane was rather old but the cabin was immaculate and clean! The seats were similar to our previous flight, wide, outstanding legroom and great IFE selection. Food was great, drinks were regularly offered throughout the flight. Overall, a very comfortable 5 hour flight!",Boeing 777-200,Couple Leisure,Economy Class,Hong Kong to Denpasar,5/18/2019,5,5,5,5,5,5,yes,0.9909,Positive,30,1
11574,Cathay Pacific Airways,10,R Gannell,19th June 2018,"London to Hong Kong. Check in was very efficient at Heathrow, staff was friendly and corteous. Requested bulkhead seats and was met with no hesitance. Although me and my other half are both oneworld Sapphire (BA Silver), we were invited and escorted to Fast Track security which is only available for oneworld Emerald members. The Cathay Pacific lounge in Heathrow Terminal 3 was phenomenal. Facilities were great with Aesop products in the showers and bathrooms. The lounge wasn't very crowded. The staff were very helpful and friendly and the lounge was very clean. Boarding process was very efficient. Upon boarding, the cabin crew were warm and friendly. One of the first things I have noticed on boarding the aircraft was how the cabin was clean. At our seats, there was headphones, pillow and blanket. No overnight or amenity kits on the seats but these can be requested from the cabin crew. The seat was very wide, outstanding IFE with great selections of movies and TV prorammes and albums. As soon as the seatbel...",Boeing 777-300ER,Couple Leisure,Economy Class,London to Hong Kong,5/18/2019,5,5,5,5,5,5,yes,0.9973,Positive,30,1
11575,Cathay Pacific Airways,1,N Sacina,18th June 2018,"Manila to Zurich via Hong Kong. I've been flying with Cathay Pacific ever since they started offering non-stop flights to Zurich (2015) and have experienced their economy, premium economy and business classes. The seats are comfortable I like the new A350. That's it. If you're tall, you won't like the business class seats as the space for the foot area narrows significantly. The business class food is also subpar compared to other airlines. The food in all classes is not good in general. Further, the variety of (good) movie options went down significantly. There are barely any new movies and more of classics, the ones you have most likely seen already. Check out the June 2018 options if you can. Ferdinand is probably your best choice. What's the absolute worst, though, is the arrogance and unfriendliness of staff that I've experienced on numerous occasions, particularly of the floor staff. They also don't seem to coordinate/communicate between locations and are often not properly trained about giving custo...",Boeing 777-300ER,Couple Leisure,Economy Class,Manila to Zurich via Hong Kong,6/18/2019,4,3,2,1,1,3,no,0.4374,Neutral,14,0
